Provinsi,Nama RS,Kelas,Ruangan,Tersedia,Update
KALIMANTAN SELATAN,RSD Idaman Kota Banjarbaru,Kelas II,Ruang PARKIT,2,diupdate 29 menit yang lalu
KALIMANTAN SELATAN,RSD Idaman Kota Banjarbaru,Kelas II,Ruang NURI,1,diupdate 29 menit yang lalu
KALIMANTAN SELATAN,RSD Idaman Kota Banjarbaru,Kelas II,Ruang MERPATI,2,diupdate 29 menit yang lalu
KALIMANTAN SELATAN,RSD Idaman Kota Banjarbaru,Kelas III,Ruang MERPATI,4,diupdate 29 menit yang lalu
KALIMANTAN SELATAN,RSD Idaman Kota Banjarbaru,Kelas III,Ruang MERAK,12,diupdate 29 menit yang lalu
KALIMANTAN SELATAN,RSD Idaman Kota Banjarbaru,Kelas III,Ruang PARKIT,5,diupdate 29 menit yang lalu
KALIMANTAN SELATAN,RSD Idaman Kota Banjarbaru,Kelas III,Ruang CAMAR,5,diupdate 29 menit yang lalu
KALIMANTAN SELATAN,RSD Idaman Kota Banjarbaru,Kelas III,Ruang NURI,8,diupdate 29 menit yang lalu
KALIMANTAN SELATAN,RS Umum Syifa Medika,Kelas I,Ruang LANTAI 3A,3,diupdate 2 menit yang lalu
KALIMANTAN SELATAN,RS Umum Syifa Medika,Kelas I,Ruang LANTAI 4A/OBGYN,2,diupdate 3 menit yang lalu
KALIMANTAN SELATAN,RS Umum Syifa Medika,Kelas I,Ruang LANTAI 3B,6,diupdate 3 menit yang lalu
KALIMANTAN SELATAN,RS Umum Syifa Medika,Kelas I,Ruang LANTAI 2B,8,diupdate 1 menit yang lalu
KALIMANTAN SELATAN,RS Umum Syifa Medika,Kelas I,Ruang LANTAI 2A,2,diupdate 2 menit yang lalu
KALIMANTAN SELATAN,RS Umum Syifa Medika,Kelas II,Ruang LANTAI 2A,3,diupdate 2 menit yang lalu
KALIMANTAN SELATAN,RS Umum Syifa Medika,Kelas II,Ruang LANTAI 4A/OBGYN,0,diupdate 2 menit yang lalu
KALIMANTAN SELATAN,RS Umum Syifa Medika,Kelas II,Ruang LANTAI 3A,9,diupdate 3 menit yang lalu
KALIMANTAN SELATAN,RS Umum Syifa Medika,Kelas III,Ruang LANTAI 2A,1,diupdate 3 menit yang lalu
KALIMANTAN SELATAN,RS Umum Syifa Medika,Kelas III,Ruang LANTAI 4A/OBGYN,8,diupdate 2 menit yang lalu
KALIMANTAN SELATAN,RS Umum Permata Husada Banjarbaru,Kelas I,Ruang EMERALD 6,1,diupdate 11 jam yang lalu
KALIMANTAN SELATAN,RS Umum Permata Husada Banjarbaru,Kelas I,Ruang EMERALD 7,2,diupdate 11 jam yang lalu
KALIMANTAN SELATAN,RS Umum Permata Husada Banjarbaru,Kelas I,Ruang EMERALD  4,1,diupdate 11 jam yang lalu
KALIMANTAN SELATAN,RS Umum Permata Husada Banjarbaru,Kelas I,Ruang EMERALD 8,2,diupdate 11 jam yang lalu
KALIMANTAN SELATAN,RS Umum Permata Husada Banjarbaru,Kelas II,Ruang EMERALD 1,2,diupdate 11 jam yang lalu
KALIMANTAN SELATAN,RS Umum Permata Husada Banjarbaru,Kelas II,Ruang GIOK 8,3,diupdate 11 jam yang lalu
KALIMANTAN SELATAN,RS Umum Permata Husada Banjarbaru,Kelas II,Ruang EMERALD 2,1,diupdate 11 jam yang lalu
KALIMANTAN SELATAN,RS Umum Permata Husada Banjarbaru,Kelas II,Ruang EMERALD 8,1,diupdate 11 jam yang lalu
KALIMANTAN SELATAN,RS Umum Permata Husada Banjarbaru,Kelas II,Ruang EMERALD 5,2,diupdate 11 jam yang lalu
KALIMANTAN SELATAN,RS Umum Permata Husada Banjarbaru,Kelas III,Ruang EMERALD 10,4,diupdate 11 jam yang lalu
KALIMANTAN SELATAN,RS Umum Permata Husada Banjarbaru,Kelas III,Ruang GIOK 7,2,diupdate 11 jam yang lalu
KALIMANTAN SELATAN,RS Umum Permata Husada Banjarbaru,Kelas III,Ruang EMERALD 9,2,diupdate 11 jam yang lalu
KALIMANTAN SELATAN,RS Islam Sultan Agung Banjarbaru,Kelas I,Ruang Darussalam,4,diupdate 1 menit yang lalu
KALIMANTAN SELATAN,RS Islam Sultan Agung Banjarbaru,Kelas I,Ruang Baitunnisa,1,diupdate 1 menit yang lalu
KALIMANTAN SELATAN,RS Islam Sultan Agung Banjarbaru,Kelas I,Ruang Naim,2,diupdate kurang dari 1 menit yang lalu
KALIMANTAN SELATAN,RS Islam Sultan Agung Banjarbaru,Kelas I,Ruang Ma`wa,1,diupdate kurang dari 1 menit yang lalu
KALIMANTAN SELATAN,RS Islam Sultan Agung Banjarbaru,Kelas II,Ruang Darussalam,0,diupdate 1 menit yang lalu
KALIMANTAN SELATAN,RS Islam Sultan Agung Banjarbaru,Kelas II,Ruang Baitunnisa,1,diupdate 1 menit yang lalu
KALIMANTAN SELATAN,RS Islam Sultan Agung Banjarbaru,Kelas II,Ruang Ma`wa,0,diupdate kurang dari 1 menit yang lalu
KALIMANTAN SELATAN,RS Islam Sultan Agung Banjarbaru,Kelas III,Ruang Baitunnisa,3,diupdate 1 menit yang lalu
KALIMANTAN SELATAN,RS Islam Sultan Agung Banjarbaru,Kelas III,Ruang Naim,2,diupdate kurang dari 1 menit yang lalu
KALIMANTAN SELATAN,RS Islam Sultan Agung Banjarbaru,Kelas III,Ruang Darussalam,2,diupdate 1 menit yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Dayaku Raja,Kelas II,Ruang Bengkirai Lt 1 / 2,3,diupdate 8 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Dayaku Raja,Kelas II,Ruang Bengkirai Lt 1 / 3,2,diupdate 8 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Dayaku Raja,Kelas II,Ruang Bengkirai Lt 1 / 4,3,diupdate 8 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Dayaku Raja,Kelas II,Ruang Senduru Lt 1/ 107,3,diupdate 8 jam yang lalu
KALIMANTAN TIMUR,RS Pupuk Kaltim Prima Sangata,Kelas I,Ruang MELATI 5,0,diupdate 2 jam yang lalu
KALIMANTAN TIMUR,RS Pupuk Kaltim Prima Sangata,Kelas I,Ruang MELATI 3,0,diupdate 2 jam yang lalu
KALIMANTAN TIMUR,RS Pupuk Kaltim Prima Sangata,Kelas I,Ruang MELATI 4,0,diupdate 2 jam yang lalu
KALIMANTAN TIMUR,RS Pupuk Kaltim Prima Sangata,Kelas I,Ruang MELATI 2,0,diupdate 2 jam yang lalu
KALIMANTAN TIMUR,RS Pupuk Kaltim Prima Sangata,Kelas I,Ruang MELATI 7,0,diupdate 2 jam yang lalu
KALIMANTAN TIMUR,RS Pupuk Kaltim Prima Sangata,Kelas I,Ruang MELATI 6,1,diupdate 2 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Cahaya Sangatta,Kelas I,Ruang MUARA ANCALONG,0,diupdate 9 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Cahaya Sangatta,Kelas I,Ruang Tekukur 2,0,diupdate 9 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Cahaya Sangatta,Kelas I,Ruang KOMBENG,2,diupdate 9 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Cahaya Sangatta,Kelas I,Ruang Cendrawasih 2,0,diupdate 9 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Cahaya Sangatta,Kelas I,Ruang MUARA BENGKAL,1,diupdate 9 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Cahaya Sangatta,Kelas I,Ruang Kutilang 2,0,diupdate 9 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Cahaya Sangatta,Kelas II,Ruang MERAK,4,diupdate 9 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Cahaya Sangatta,Kelas II,Ruang SANDARAN,3,diupdate 9 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Cahaya Sangatta,Kelas III,Ruang Camar 1,0,diupdate 9 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Cahaya Sangatta,Kelas III,Ruang Cendrawasih 1,0,diupdate 9 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Cahaya Sangatta,Kelas III,Ruang Merpati 1,2,diupdate 9 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Cahaya Sangatta,Kelas III,Ruang Camar 2,2,diupdate 9 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Asy Syifa,Kelas I,Ruang LAVENDER,1,diupdate 3 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Asy Syifa,Kelas I,Ruang AMARILIS,1,diupdate 3 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Asy Syifa,Kelas I,Ruang ADENIUM,1,diupdate 3 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Asy Syifa,Kelas I,Ruang CRYSANT,1,diupdate 3 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Asy Syifa,Kelas I,Ruang LILY,1,diupdate 3 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Asy Syifa,Kelas II,Ruang FLAMBOYAN,1,diupdate 3 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Asy Syifa,Kelas II,Ruang TERATAI,1,diupdate 3 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Asy Syifa,Kelas II,Ruang DAHLIA,1,diupdate 3 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Asy Syifa,Kelas II,Ruang EDELWEIS,1,diupdate 3 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Asy Syifa,Kelas II,Ruang BUGENVILE,1,diupdate 3 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Asy Syifa,Kelas II,Ruang ANGGREK,1,diupdate 3 jam yang lalu
KALIMANTAN TIMUR,RS Ibu Anak Asy Syifa,Kelas II,Ruang EDELWEIS,1,diupdate 3 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang TULIP 3A,3,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang TULIP 8A,3,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang LILY 4,2,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang CATELYA 2,0,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang LILY 2,2,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang PERINATOLOGI,0,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang TERATAI 3,2,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang TULIP 2,0,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang TULIP 6,2,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang LILY 5,4,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang CATELYA 1,0,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang LILY 3,2,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang CATELYA 4,0,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang TERATAI 2,2,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang TERATAI 8,2,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang TERATAI 6,4,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang TULIP 3B,3,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang LILY 1,2,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang TULIP 8B,3,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang LILY 7,4,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang CATELYA 3,0,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang LILY 6,4,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang TERATAI 7,4,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Ratu Aji Putri Botung,Kelas III,Ruang TERATAI 5,2,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Sepaku Tipe D,Kelas III,Ruang Lantai 3 Kamar 307,3,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Sepaku Tipe D,Kelas III,Ruang Lantai 4 Kamar 408,3,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Sepaku Tipe D,Kelas III,Ruang Lantai 3 Kamar 310,3,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Sepaku Tipe D,Kelas III,Ruang Lantai 4 Kamar 406,3,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Sepaku Tipe D,Kelas III,Ruang Lantai 3 Kamar 302,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Sepaku Tipe D,Kelas III,Ruang Lantai 3 Kamar 306,3,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Sepaku Tipe D,Kelas III,Ruang Lantai 3 Kamar 309,3,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Sepaku Tipe D,Kelas III,Ruang Lantai 4 Kamar 410,3,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Sepaku Tipe D,Kelas III,Ruang Lantai 3 Kamar 304,1,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Sepaku Tipe D,Kelas III,Ruang Lantai 3 Kamar 301,2,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Sepaku Tipe D,Kelas III,Ruang Lantai 3 Kamar 305,2,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Sepaku Tipe D,Kelas III,Ruang Lantai 3 Kamar 308,3,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Sepaku Tipe D,Kelas III,Ruang Lantai 4 Kamar 409,3,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Sepaku Tipe D,Kelas III,Ruang Lantai 3 Kamar 311,3,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Sepaku Tipe D,Kelas III,Ruang Lantai 4 Kamar 407,3,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Umum Daerah Sepaku Tipe D,Kelas III,Ruang Lantai 3 Kamar 303,2,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas I,Ruang KELAS 1/3022,0,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas I,Ruang KELAS 1/3013,2,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas I,Ruang KELAS 1/2005,2,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas I,Ruang KELAS 1/3021,0,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas I,Ruang KELAS 1/3039,1,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas I,Ruang KELAS 1/3005,1,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas I,Ruang KELAS 1/3015,1,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas I,Ruang KELAS 1 / 3007,1,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas I,Ruang KELAS 1/3023,1,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas I,Ruang KELAS 1/3014,2,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas I,Ruang KELAS 1/2006,1,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas I,Ruang KELAS 1 / 3020,0,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas II,Ruang KELAS 2/3033,2,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas II,Ruang KELAS 2/3031,0,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas II,Ruang KELAS 2/3029,1,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas II,Ruang KELAS 2/3017,1,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas II,Ruang KELAS 2/3036,2,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas II,Ruang KELAS 2/ 3034,1,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas III,Ruang KELAS 3/ 3018,1,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas III,Ruang KELAS 3/3024,0,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas III,Ruang KELAS 3/ 3004,0,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas III,Ruang KELAS 3/3027,3,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas III,Ruang KELAS 3/ 3008,0,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas III,Ruang KELAS 3/3026,3,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas III,Ruang KELAS 3/ 3025,3,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Hermina Nusantara,Kelas III,Ruang KELAS 3/ 3016,1,diupdate 23 menit yang lalu
KALIMANTAN TIMUR,RS Mayapada Hospital Nusantara,Kelas I,Ruang Ward lt2 (R0215),2,diupdate 16 jam yang lalu
KALIMANTAN TIMUR,RS Mayapada Hospital Nusantara,Kelas I,Ruang Ward lt2 (R0212),2,diupdate 16 jam yang lalu
KALIMANTAN TIMUR,RS Mayapada Hospital Nusantara,Kelas II,Ruang Ward lt2 (R0208),1,diupdate 16 jam yang lalu
KALIMANTAN TIMUR,RS Mayapada Hospital Nusantara,Kelas II,Ruang Ward lt2 (R0203),0,diupdate 16 jam yang lalu
KALIMANTAN TIMUR,RS Mayapada Hospital Nusantara,Kelas II,Ruang Ward lt2 (R0207),1,diupdate 16 jam yang lalu
KALIMANTAN TIMUR,RS Mayapada Hospital Nusantara,Kelas II,Ruang Ward lt2 (R0211),2,diupdate 16 jam yang lalu
KALIMANTAN TIMUR,RS Mayapada Hospital Nusantara,Kelas II,Ruang Ward lt2 (R0209),1,diupdate 16 jam yang lalu
KALIMANTAN TIMUR,RS Mayapada Hospital Nusantara,Kelas II,Ruang Ward lt2 (R0206),2,diupdate 16 jam yang lalu
KALIMANTAN TIMUR,RS Mayapada Hospital Nusantara,Kelas II,Ruang Ward lt2 (R0210),2,diupdate 16 jam yang lalu
KALIMANTAN TIMUR,RS Mayapada Hospital Nusantara,Kelas II,Ruang Ward lt2 (R0205),4,diupdate 16 jam yang lalu
KALIMANTAN TIMUR,RS Mayapada Hospital Nusantara,Kelas III,Ruang Ward lt2 (R0201),3,diupdate 16 jam yang lalu
KALIMANTAN TIMUR,RS Mayapada Hospital Nusantara,Kelas III,Ruang Ward lt2 (R0202),0,diupdate 16 jam yang lalu
KALIMANTAN TIMUR,RS Gerbang Sehat Mahulu,Kelas III,Ruang Rawat Inap Anak 3,3,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Gerbang Sehat Mahulu,Kelas III,Ruang Rawat Inap Anak 2,4,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Gerbang Sehat Mahulu,Kelas III,Ruang Rawat Inap Dewasa Perempuan 2,4,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Gerbang Sehat Mahulu,Kelas III,Ruang Rawat Inap Anak 1,4,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Gerbang Sehat Mahulu,Kelas III,Ruang Rawat Inap Dewasa Perempuan 1,3,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Gerbang Sehat Mahulu,Kelas III,Ruang Rawat Inap Dewasa Laki - Laki 2,4,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Gerbang Sehat Mahulu,Kelas III,Ruang Rawat Inap Dewasa Laki-laki 1,2,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Gerbang Sehat Mahulu,Kelas III,Ruang Nifas,0,diupdate 7 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas I,Ruang KARTIKA MADYA 4,1,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas I,Ruang WASTU 1a,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas I,Ruang TARUNA 1c,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas I,Ruang YUDHA 1b,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas I,Ruang NASTITI 1,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas I,Ruang KARTIKA MADYA 3,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas I,Ruang SATRIA 1,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas I,Ruang TARUNA 1b,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas I,Ruang YUDHA 1a,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas I,Ruang YUDHA 1d,1,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas I,Ruang KARTIKA MADYA 2,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas I,Ruang KARTIKA MADYA 5,1,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas I,Ruang TARUNA 1a,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas I,Ruang WASTU 1b,1,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas I,Ruang TARUNA 1d,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas I,Ruang YUDHA 1c,1,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas I,Ruang KARTIKA MADYA 1,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas II,Ruang SATRIA 4,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas II,Ruang TARUNA 2,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas II,Ruang HESTI 2,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas II,Ruang NASTITI 3,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas II,Ruang YUDHA 4,1,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas II,Ruang SATRIA 3,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas II,Ruang WASTU 3,2,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas II,Ruang HESTI 1,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas II,Ruang NASTITI 2,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas II,Ruang YUDHA 3,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas II,Ruang SATRIA 2,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas II,Ruang WASTU 2,2,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas II,Ruang HESTI 3,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas II,Ruang YUDHA 2,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas II,Ruang YUDHA 5,2,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas III,Ruang SATRIA 5,2,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas III,Ruang WASTU 5,2,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas III,Ruang TARUNA 5,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas III,Ruang YUDHA 7,3,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas III,Ruang WASTU 4,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas III,Ruang TARUNA 4,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas III,Ruang YUDHA 6,3,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas III,Ruang SATRIA 6,4,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas III,Ruang TARUNA 3,0,diupdate 10 jam yang lalu
KALIMANTAN TIMUR,RS Tk. II Dr. R. Hardjanto,Kelas III,Ruang HESTI 4,0,diupdate 10 jam yang lalu
